Date,Close/Last,Volume,Open,High,Low
7/11/2022,$34.93 ,1802262,$36.85 ,$37.23 ,$34.38 
7/8/2022,$37.39 ,1547108,$36.45 ,$38.26 ,$36.00 
7/7/2022,$37.64 ,1654595,$35.90 ,$37.77 ,$35.88 
7/6/2022,$35.88 ,1715405,$35.45 ,$36.37 ,$34.61 
7/5/2022,$35.36 ,2995951,$34.11 ,$35.49 ,$32.36 
7/1/2022,$34.98 ,2142038,$34.69 ,$36.21 ,$34.12 
6/30/2022,$34.44 ,3003734,$35.52 ,$35.54 ,$33.05 
6/29/2022,$35.55 ,1745682,$36.00 ,$36.79 ,$35.12 
6/28/2022,$36.25 ,1914735,$37.85 ,$38.81 ,$35.62 
6/27/2022,$38.34 ,1732177,$39.37 ,$40.03 ,$37.41 
6/24/2022,$39.63 ,16578560,$38.70 ,$40.47 ,$38.43 
6/23/2022,$38.14 ,2342352,$36.35 ,$38.33 ,$35.97 
6/22/2022,$35.96 ,2253203,$34.35 ,$36.51 ,$34.00 
6/21/2022,$35.04 ,2813178,$34.54 ,$35.87 ,$34.31 
6/17/2022,$33.50 ,4636244,$30.61 ,$33.78 ,$30.61 
6/16/2022,$30.63 ,2978980,$32.33 ,$32.99 ,$30.23 
6/15/2022,$34.07 ,2998207,$32.82 ,$35.02 ,$32.82 
6/14/2022,$32.35 ,2956783,$33.88 ,$34.26 ,$32.13 
6/13/2022,$33.83 ,3334131,$34.18 ,$37.16 ,$32.67 
6/10/2022,$36.11 ,3995894,$39.02 ,$39.50 ,$35.21 
6/9/2022,$40.30 ,2632581,$43.04 ,$43.94 ,$40.20 
6/8/2022,$43.75 ,2045711,$43.21 ,$44.76 ,$43.21 
6/7/2022,$43.50 ,2465779,$42.00 ,$44.34 ,$41.95 
6/6/2022,$42.56 ,4532299,$40.60 ,$44.07 ,$38.66 
6/3/2022,$39.43 ,1752158,$39.92 ,$40.74 ,$39.11 
6/2/2022,$40.95 ,2685378,$38.00 ,$41.70 ,$37.86 
6/1/2022,$38.31 ,2981143,$38.56 ,$40.84 ,$37.91 
5/31/2022,$38.11 ,8734880,$40.47 ,$41.45 ,$37.26 
5/27/2022,$40.29 ,3804304,$37.22 ,$40.97 ,$37.22 
5/26/2022,$36.43 ,4684841,$34.91 ,$38.29 ,$34.87 
5/25/2022,$35.69 ,3653809,$32.85 ,$36.07 ,$32.40 
5/24/2022,$33.12 ,6328131,$35.49 ,$35.50 ,$31.40 
5/23/2022,$37.98 ,2341808,$39.88 ,$40.63 ,$37.63 
5/20/2022,$40.03 ,3445719,$40.02 ,$42.32 ,$38.25 
5/19/2022,$39.41 ,3003638,$36.11 ,$40.15 ,$36.06 
5/18/2022,$36.50 ,2671519,$37.17 ,$38.80 ,$36.34 
5/17/2022,$38.10 ,2169942,$38.81 ,$39.00 ,$36.51 
5/16/2022,$37.37 ,3267612,$39.06 ,$39.70 ,$36.78 
5/13/2022,$39.46 ,5526270,$38.82 ,$43.25 ,$38.59 
5/12/2022,$36.74 ,15940610,$32.14 ,$39.86 ,$31.62 
5/11/2022,$27.28 ,7500896,$27.47 ,$29.82 ,$27.15 
5/10/2022,$28.99 ,4733555,$31.40 ,$32.20 ,$27.04 
5/9/2022,$30.20 ,2959219,$32.60 ,$33.17 ,$30.02 
5/6/2022,$33.50 ,2850861,$35.64 ,$35.98 ,$33.00 
5/5/2022,$36.48 ,1614360,$39.69 ,$39.69 ,$35.88 
5/4/2022,$40.31 ,1500972,$39.74 ,$40.47 ,$36.81 
5/3/2022,$39.77 ,1682229,$39.28 ,$41.41 ,$38.89 
5/2/2022,$39.60 ,1249434,$37.88 ,$39.74 ,$37.73 
4/29/2022,$38.15 ,1098788,$38.90 ,$41.07 ,$38.08 
4/28/2022,$39.16 ,1873287,$38.84 ,$40.60 ,$37.56 
4/27/2022,$37.68 ,1919839,$37.98 ,$39.86 ,$36.60 
4/26/2022,$38.60 ,2451673,$41.07 ,$41.19 ,$37.13 
4/25/2022,$41.14 ,2070113,$40.86 ,$41.66 ,$40.65 
4/22/2022,$41.21 ,2140195,$43.18 ,$43.30 ,$40.78 
4/21/2022,$43.12 ,1336088,$47.00 ,$47.62 ,$43.08 
4/20/2022,$46.34 ,2309062,$50.00 ,$50.47 ,$44.96 
4/19/2022,$49.59 ,1020233,$46.85 ,$49.66 ,$46.52 
4/18/2022,$46.74 ,1962167,$48.90 ,$48.90 ,$45.82 
4/14/2022,$48.96 ,758839,$51.59 ,$51.61 ,$48.86 
4/13/2022,$51.96 ,1025044,$49.13 ,$52.09 ,$48.52 
4/12/2022,$49.53 ,1199018,$51.30 ,$52.79 ,$49.15 
4/11/2022,$49.90 ,936612,$50.03 ,$51.90 ,$49.26 
4/8/2022,$51.27 ,567373,$51.48 ,$52.26 ,$50.67 
4/7/2022,$51.88 ,1428520,$51.55 ,$53.53 ,$50.68 
4/6/2022,$52.44 ,744932,$53.20 ,$53.48 ,$51.21 
4/5/2022,$54.98 ,833828,$57.27 ,$57.62 ,$54.35 
4/4/2022,$57.78 ,1200045,$54.42 ,$58.27 ,$53.20 
4/1/2022,$53.27 ,1605651,$55.24 ,$56.66 ,$52.65 
3/31/2022,$55.07 ,1108518,$55.47 ,$56.27 ,$54.72 
3/30/2022,$55.31 ,1001480,$55.39 ,$56.64 ,$54.58 
3/29/2022,$55.98 ,1475483,$54.83 ,$56.70 ,$54.40 
3/28/2022,$53.43 ,1012944,$53.33 ,$53.89 ,$51.90 
3/25/2022,$53.44 ,948618,$55.60 ,$55.76 ,$52.90 
3/24/2022,$55.20 ,899390,$55.75 ,$56.41 ,$53.90 
3/23/2022,$54.90 ,736203,$54.34 ,$56.80 ,$53.60 
3/22/2022,$55.25 ,2559155,$53.37 ,$55.85 ,$52.69 
3/21/2022,$53.40 ,2425935,$53.59 ,$54.94 ,$52.52 
3/18/2022,$54.45 ,7024257,$52.75 ,$55.75 ,$52.11 
3/17/2022,$52.51 ,2882019,$49.86 ,$52.88 ,$49.22 
3/16/2022,$49.99 ,2566375,$47.21 ,$50.24 ,$47.13 
3/15/2022,$45.96 ,2108573,$44.58 ,$46.83 ,$43.51 
3/14/2022,$44.05 ,1611936,$45.10 ,$47.20 ,$43.08 
3/11/2022,$44.55 ,1732121,$47.55 ,$48.02 ,$44.50 
3/10/2022,$46.43 ,1615699,$46.42 ,$46.87 ,$43.97 
3/9/2022,$48.54 ,1498306,$47.72 ,$49.19 ,$46.86 
3/8/2022,$45.74 ,3038555,$48.37 ,$48.37 ,$44.37 
3/7/2022,$47.33 ,3545137,$50.27 ,$50.27 ,$44.85 
3/4/2022,$50.26 ,2603639,$54.59 ,$54.97 ,$49.63 
3/3/2022,$55.14 ,1413877,$58.43 ,$58.82 ,$54.67 
3/2/2022,$57.85 ,1326094,$60.48 ,$60.48 ,$57.33 
3/1/2022,$60.34 ,1814728,$59.11 ,$61.03 ,$57.27 
2/28/2022,$58.08 ,1905205,$56.69 ,$58.28 ,$55.46 
2/25/2022,$57.20 ,1495049,$57.50 ,$58.00 ,$54.31 
2/24/2022,$57.11 ,1673426,$53.83 ,$57.20 ,$52.85 
2/23/2022,$56.28 ,1422065,$58.00 ,$58.60 ,$55.54 
2/22/2022,$57.33 ,2755043,$61.80 ,$62.26 ,$56.78 
2/18/2022,$63.77 ,2595058,$63.07 ,$66.61 ,$63.01 
2/17/2022,$64.13 ,9499473,$55.79 ,$66.12 ,$54.10 
2/16/2022,$68.71 ,3766482,$73.91 ,$75.97 ,$67.85 
2/15/2022,$75.51 ,2006423,$72.80 ,$76.38 ,$72.54 
2/14/2022,$70.96 ,1100513,$69.73 ,$72.68 ,$68.11 
2/11/2022,$70.31 ,719448,$72.20 ,$74.32 ,$69.74 
2/10/2022,$72.23 ,1478445,$72.84 ,$76.12 ,$71.92 
2/9/2022,$74.75 ,1447163,$72.15 ,$75.98 ,$72.15 
2/8/2022,$70.81 ,1162487,$67.83 ,$71.47 ,$66.50 
2/7/2022,$68.42 ,1406052,$68.36 ,$72.23 ,$67.50 
2/4/2022,$68.90 ,2067497,$61.87 ,$69.54 ,$61.68 
2/3/2022,$61.31 ,1594737,$63.03 ,$64.19 ,$60.98 
2/2/2022,$65.22 ,1401587,$67.82 ,$69.03 ,$64.85 
2/1/2022,$67.69 ,1275746,$65.00 ,$67.74 ,$63.80 
1/31/2022,$64.42 ,1270977,$61.82 ,$64.57 ,$61.04 
1/28/2022,$60.89 ,2239828,$59.12 ,$61.23 ,$57.00 
1/27/2022,$59.78 ,1281299,$64.63 ,$64.63 ,$59.60 
1/26/2022,$63.03 ,2719238,$66.74 ,$68.39 ,$62.25 
1/25/2022,$64.58 ,1835877,$67.73 ,$70.92 ,$63.85 
1/24/2022,$69.54 ,2199091,$67.17 ,$69.81 ,$60.50 
1/21/2022,$68.49 ,1518353,$70.06 ,$71.40 ,$68.26 
1/20/2022,$70.90 ,1311099,$71.00 ,$74.99 ,$70.87 
1/19/2022,$70.12 ,2064305,$72.98 ,$73.70 ,$69.84 
1/18/2022,$72.44 ,1712878,$77.25 ,$77.75 ,$72.22 
1/14/2022,$79.01 ,1092579,$78.49 ,$79.80 ,$75.91 
1/13/2022,$79.55 ,772810,$85.12 ,$85.75 ,$79.46 
1/12/2022,$84.33 ,455683,$85.25 ,$85.98 ,$82.75 
1/11/2022,$84.00 ,741644,$82.36 ,$85.97 ,$81.14 
1/10/2022,$82.94 ,959674,$80.37 ,$82.95 ,$75.70 
1/7/2022,$80.45 ,509350,$81.80 ,$83.90 ,$80.19 
1/6/2022,$82.15 ,1028780,$80.75 ,$84.65 ,$79.64 
1/5/2022,$82.03 ,2234372,$86.88 ,$87.30 ,$80.80 
1/4/2022,$88.61 ,1727429,$94.38 ,$95.31 ,$88.27 
1/3/2022,$94.38 ,531403,$95.00 ,$98.14 ,$92.52 
12/31/2021,$94.26 ,517303,$94.49 ,$95.80 ,$93.91 
12/30/2021,$93.99 ,733347,$90.67 ,$95.47 ,$90.53 
12/29/2021,$91.28 ,388830,$92.73 ,$93.06 ,$88.68 
12/28/2021,$93.19 ,499143,$95.28 ,$96.77 ,$92.71 
12/27/2021,$95.81 ,1036415,$94.24 ,$96.98 ,$93.33 
12/23/2021,$93.80 ,521359,$94.00 ,$95.00 ,$90.32 
12/22/2021,$93.83 ,1047299,$91.07 ,$93.98 ,$89.50 
12/21/2021,$91.15 ,928625,$88.57 ,$91.46 ,$87.47 
12/20/2021,$87.36 ,953162,$86.26 ,$89.68 ,$86.01 
12/17/2021,$88.13 ,2262405,$82.00 ,$88.58 ,$81.05 
12/16/2021,$83.75 ,1345924,$89.92 ,$90.98 ,$82.57 
12/15/2021,$88.56 ,1066346,$86.98 ,$89.12 ,$84.93 
12/14/2021,$87.53 ,1833443,$90.48 ,$90.48 ,$85.91 
12/13/2021,$88.85 ,1032446,$90.70 ,$92.52 ,$88.14 
12/10/2021,$90.67 ,821802,$92.18 ,$93.70 ,$89.48 
12/9/2021,$90.78 ,1437614,$96.00 ,$99.29 ,$90.05 
12/8/2021,$96.06 ,1504492,$97.16 ,$98.58 ,$93.47 
12/7/2021,$96.47 ,2749207,$91.14 ,$96.69 ,$89.82 
12/6/2021,$89.82 ,3513076,$93.34 ,$94.31 ,$86.37 
12/3/2021,$93.53 ,29156990,$85.00 ,$96.19 ,$81.45 
12/2/2021,$90.32 ,1222938,$85.37 ,$90.51 ,$85.02 
12/1/2021,$86.13 ,1582298,$93.77 ,$93.97 ,$86.04 
11/30/2021,$91.11 ,1289766,$90.26 ,$91.86 ,$88.83 
11/29/2021,$90.26 ,1368749,$91.14 ,$92.62 ,$88.94 
11/26/2021,$90.71 ,931157,$92.00 ,$94.08 ,$89.20 
11/24/2021,$94.32 ,863904,$92.85 ,$96.23 ,$90.98 
11/23/2021,$92.93 ,1473972,$93.98 ,$97.95 ,$91.39 
11/22/2021,$95.50 ,2429803,$100.01 ,$100.01 ,$91.73 
11/19/2021,$99.77 ,1171770,$99.86 ,$101.00 ,$98.90 
11/18/2021,$99.64 ,2282411,$102.00 ,$102.80 ,$96.81 
11/17/2021,$105.42 ,1505284,$109.01 ,$109.72 ,$103.13 
11/16/2021,$109.03 ,3102242,$102.00 ,$109.19 ,$98.00 
11/15/2021,$102.77 ,2609361,$113.00 ,$113.55 ,$101.54 
11/12/2021,$112.36 ,3047046,$114.85 ,$116.00 ,$109.70 
11/11/2021,$114.85 ,7535583,$103.70 ,$116.09 ,$103.40 
11/10/2021,$95.73 ,3231760,$98.49 ,$100.46 ,$94.69 
11/9/2021,$103.57 ,2133905,$100.70 ,$104.67 ,$99.36 
11/8/2021,$99.64 ,1505586,$98.65 ,$100.49 ,$98.34 
11/5/2021,$98.47 ,1148291,$98.84 ,$100.65 ,$97.19 
11/4/2021,$98.55 ,1368627,$98.58 ,$100.96 ,$97.91 
11/3/2021,$98.36 ,1402788,$98.67 ,$100.73 ,$97.35 
11/2/2021,$98.75 ,1056494,$99.79 ,$101.00 ,$98.29 
11/1/2021,$99.49 ,1166122,$99.00 ,$101.67 ,$98.14 
10/29/2021,$98.25 ,1049279,$97.25 ,$99.33 ,$97.10 
10/28/2021,$97.90 ,1548520,$95.02 ,$100.50 ,$94.40 
10/27/2021,$94.92 ,1565183,$95.24 ,$98.75 ,$94.81 
10/26/2021,$94.01 ,1731404,$93.00 ,$96.37 ,$92.88 
10/25/2021,$93.56 ,2371661,$90.00 ,$96.81 ,$89.46 
10/22/2021,$94.25 ,2283765,$95.75 ,$98.23 ,$93.57 
10/21/2021,$96.30 ,3229840,$93.15 ,$96.44 ,$92.53 
10/20/2021,$93.33 ,2282892,$96.31 ,$98.60 ,$92.69 
10/19/2021,$95.66 ,1812322,$94.04 ,$96.85 ,$93.05 
10/18/2021,$92.21 ,967469,$91.90 ,$94.05 ,$91.79 
10/15/2021,$91.84 ,1507349,$91.15 ,$92.65 ,$89.60 
10/14/2021,$90.79 ,1604632,$88.60 ,$90.87 ,$87.85 
10/13/2021,$88.01 ,1198140,$87.34 ,$88.95 ,$87.30 
10/12/2021,$87.18 ,1465579,$88.90 ,$89.50 ,$86.06 
10/11/2021,$87.41 ,1362706,$85.19 ,$88.17 ,$84.34 
10/8/2021,$86.34 ,1880490,$84.58 ,$87.06 ,$83.31 
10/7/2021,$84.94 ,5279429,$82.63 ,$85.00 ,$80.05 
10/6/2021,$77.00 ,838249,$73.00 ,$77.24 ,$72.49 
10/5/2021,$73.75 ,932502,$71.83 ,$74.81 ,$71.83 
10/4/2021,$71.88 ,538954,$74.40 ,$74.40 ,$71.21 
10/1/2021,$74.78 ,1002965,$72.59 ,$75.02 ,$70.05 
9/30/2021,$72.37 ,806270,$74.61 ,$74.80 ,$72.18 
9/29/2021,$74.16 ,1172541,$73.36 ,$76.20 ,$72.93 
9/28/2021,$72.71 ,805057,$74.38 ,$76.00 ,$72.40 
9/27/2021,$76.70 ,824593,$79.43 ,$79.43 ,$75.30 
9/24/2021,$79.47 ,1547175,$77.72 ,$80.75 ,$77.25 
9/23/2021,$77.85 ,1300060,$76.00 ,$79.89 ,$75.64 
9/22/2021,$73.08 ,1003601,$74.09 ,$75.74 ,$72.89 
9/21/2021,$74.09 ,631965,$70.47 ,$74.39 ,$70.14 
9/20/2021,$70.34 ,843600,$70.59 ,$73.96 ,$69.34 
9/17/2021,$72.75 ,1636951,$71.89 ,$73.18 ,$70.53 
9/16/2021,$71.62 ,861135,$73.40 ,$73.59 ,$70.24 
9/15/2021,$73.57 ,1081156,$75.27 ,$77.53 ,$72.21 
9/14/2021,$75.63 ,1875800,$74.80 ,$76.90 ,$74.10 
9/13/2021,$74.96 ,1490129,$77.56 ,$77.74 ,$71.10 
9/10/2021,$77.38 ,3303367,$71.15 ,$80.22 ,$69.12 
9/9/2021,$71.09 ,1428518,$69.79 ,$71.77 ,$68.43 
9/8/2021,$68.00 ,2050725,$73.30 ,$73.30 ,$67.91 
9/7/2021,$74.04 ,1117782,$77.57 ,$77.60 ,$73.52 
9/3/2021,$77.98 ,1116972,$78.32 ,$79.67 ,$77.23 
9/2/2021,$78.45 ,1898886,$74.39 ,$79.53 ,$74.39 
9/1/2021,$74.30 ,2589888,$69.22 ,$76.00 ,$68.80 
8/31/2021,$70.40 ,1303960,$73.95 ,$73.95 ,$69.34 
8/30/2021,$73.30 ,972935,$74.28 ,$74.61 ,$71.34 
8/27/2021,$74.20 ,811013,$72.99 ,$75.11 ,$72.30 
8/26/2021,$73.57 ,1287278,$75.52 ,$77.03 ,$71.73 
8/25/2021,$76.60 ,985685,$74.30 ,$76.62 ,$72.78 
8/24/2021,$74.50 ,1181660,$72.00 ,$74.56 ,$69.48 
8/23/2021,$71.56 ,1117714,$70.57 ,$72.00 ,$68.73 
8/20/2021,$69.97 ,1474938,$66.50 ,$70.33 ,$66.50 
8/19/2021,$67.10 ,1765557,$64.00 ,$67.12 ,$63.50 
8/18/2021,$63.77 ,1343605,$63.06 ,$65.48 ,$60.31 
8/17/2021,$62.57 ,2469739,$57.99 ,$63.45 ,$56.27 
8/16/2021,$55.88 ,792558,$56.37 ,$56.37 ,$54.62 
8/13/2021,$56.46 ,1057157,$56.45 ,$57.10 ,$55.49 
8/12/2021,$56.96 ,2481861,$61.16 ,$63.45 ,$55.34 
8/11/2021,$58.50 ,1396685,$58.16 ,$62.05 ,$57.91 
8/10/2021,$57.19 ,581866,$58.24 ,$58.80 ,$56.21 
8/9/2021,$57.57 ,449759,$59.34 ,$60.00 ,$57.53 
8/6/2021,$58.65 ,1465133,$62.85 ,$62.88 ,$56.58 
8/5/2021,$63.25 ,345508,$62.86 ,$64.01 ,$61.74 
8/4/2021,$63.18 ,354111,$63.02 ,$64.36 ,$62.75 
8/3/2021,$62.89 ,352595,$63.58 ,$63.71 ,$60.55 
8/2/2021,$63.23 ,308409,$62.02 ,$64.14 ,$60.50 
7/30/2021,$61.47 ,405255,$64.45 ,$65.33 ,$61.01 
7/29/2021,$65.22 ,409508,$65.29 ,$66.39 ,$64.40 
7/28/2021,$65.21 ,581288,$62.51 ,$65.30 ,$62.18 
7/27/2021,$62.65 ,485640,$62.38 ,$62.96 ,$60.00 
7/26/2021,$62.57 ,487136,$63.50 ,$65.63 ,$62.06 
7/23/2021,$63.35 ,479846,$62.72 ,$64.85 ,$61.75 
7/22/2021,$62.69 ,872074,$60.00 ,$62.70 ,$59.45 
7/21/2021,$59.83 ,666891,$61.33 ,$61.51 ,$59.15 
7/20/2021,$60.85 ,550909,$60.43 ,$61.15 ,$59.04 
7/19/2021,$60.51 ,719536,$59.98 ,$61.30 ,$58.15 
7/16/2021,$60.75 ,695817,$63.58 ,$63.58 ,$59.43 
7/15/2021,$63.43 ,927799,$65.05 ,$66.38 ,$60.92 
7/14/2021,$65.16 ,541924,$68.91 ,$69.59 ,$64.63 
7/13/2021,$68.98 ,779855,$66.89 ,$69.67 ,$66.23 
7/12/2021,$67.20 ,395449,$66.55 ,$67.52 ,$65.76 
7/9/2021,$66.18 ,321626,$65.76 ,$66.41 ,$65.05 
7/8/2021,$65.88 ,624164,$65.01 ,$66.98 ,$63.95 
7/7/2021,$66.28 ,941898,$68.06 ,$68.71 ,$65.36 
7/6/2021,$68.06 ,1394846,$72.02 ,$72.15 ,$68.00 
7/2/2021,$72.07 ,669784,$70.98 ,$72.59 ,$70.53 
7/1/2021,$70.98 ,1524250,$74.28 ,$74.90 ,$69.41 
6/30/2021,$75.17 ,2206213,$78.37 ,$79.00 ,$73.94 
6/29/2021,$83.32 ,635490,$81.73 ,$84.90 ,$81.20 
6/28/2021,$82.12 ,810551,$85.31 ,$86.46 ,$81.07 
6/25/2021,$84.86 ,537746,$84.76 ,$85.49 ,$82.75 
6/24/2021,$84.50 ,754831,$85.91 ,$87.16 ,$83.92 
6/23/2021,$81.49 ,388295,$80.15 ,$82.87 ,$80.15 
6/22/2021,$80.30 ,1214726,$84.11 ,$84.60 ,$77.59 
6/21/2021,$83.91 ,620704,$88.00 ,$88.00 ,$83.28 
6/18/2021,$88.21 ,2514241,$87.44 ,$90.03 ,$87.30 
6/17/2021,$88.22 ,1375266,$86.03 ,$88.48 ,$85.25 
6/16/2021,$85.81 ,1455103,$81.03 ,$86.77 ,$81.03 
6/15/2021,$81.65 ,588668,$81.51 ,$82.96 ,$80.30 
6/14/2021,$81.89 ,869894,$82.50 ,$84.46 ,$81.18 
6/11/2021,$82.42 ,1144632,$82.00 ,$82.51 ,$79.79 
6/10/2021,$81.86 ,1161204,$80.18 ,$82.14 ,$79.17 
6/9/2021,$80.25 ,863889,$79.48 ,$81.80 ,$78.43 
6/8/2021,$79.47 ,941755,$77.17 ,$80.15 ,$77.17 
6/7/2021,$77.25 ,662001,$74.20 ,$77.47 ,$72.22 
6/4/2021,$74.36 ,524472,$69.99 ,$74.61 ,$69.99 
6/3/2021,$70.47 ,352898,$69.24 ,$72.10 ,$69.06 
6/2/2021,$70.09 ,499422,$68.86 ,$72.03 ,$68.52 
6/1/2021,$68.86 ,1013860,$74.25 ,$74.72 ,$67.67 
5/28/2021,$74.31 ,864594,$69.85 ,$75.18 ,$69.00 
5/27/2021,$69.68 ,1112696,$68.87 ,$71.91 ,$67.09 
5/26/2021,$68.62 ,529370,$69.34 ,$69.98 ,$67.54 
5/25/2021,$69.95 ,1028575,$70.01 ,$72.53 ,$67.59 
5/24/2021,$70.31 ,834008,$68.42 ,$70.73 ,$66.52 
5/21/2021,$68.35 ,880310,$69.00 ,$70.17 ,$65.88 
5/20/2021,$67.90 ,964180,$66.30 ,$68.55 ,$66.30 
5/19/2021,$64.61 ,603701,$62.46 ,$65.27 ,$61.54 
5/18/2021,$64.29 ,1122068,$62.01 ,$65.89 ,$61.91 
5/17/2021,$62.44 ,1033321,$56.17 ,$62.87 ,$55.83 
5/14/2021,$57.26 ,1198906,$50.24 ,$57.82 ,$50.01 
5/13/2021,$49.87 ,1645535,$52.31 ,$54.89 ,$49.41 
5/12/2021,$52.25 ,1351221,$52.57 ,$53.44 ,$49.66 
5/11/2021,$53.46 ,1483388,$54.43 ,$54.95 ,$50.75 
5/10/2021,$55.50 ,1348364,$59.21 ,$59.21 ,$54.47 
5/7/2021,$57.26 ,552603,$57.73 ,$57.95 ,$55.76 
5/6/2021,$56.93 ,1329370,$57.98 ,$57.98 ,$54.72 
5/5/2021,$58.18 ,645052,$58.77 ,$59.29 ,$57.51 
5/4/2021,$58.55 ,879088,$59.78 ,$60.00 ,$57.82 
5/3/2021,$60.06 ,516157,$58.53 ,$60.41 ,$58.53 
4/30/2021,$58.01 ,284043,$59.41 ,$59.56 ,$57.81 
4/29/2021,$59.17 ,292894,$59.00 ,$59.83 ,$58.82 
4/28/2021,$58.75 ,309565,$58.42 ,$60.04 ,$58.07 
4/27/2021,$58.85 ,630252,$60.00 ,$61.11 ,$58.71 
4/26/2021,$59.80 ,796280,$58.77 ,$59.81 ,$57.65 
4/23/2021,$58.50 ,1230352,$62.10 ,$62.94 ,$58.45 
4/22/2021,$62.10 ,845085,$61.95 ,$62.95 ,$60.51 
4/21/2021,$61.81 ,3607103,$60.49 ,$62.21 ,$56.53 
4/20/2021,$60.15 ,3055476,$60.04 ,$61.90 ,$58.99 
4/19/2021,$58.86 ,4642531,$60.00 ,$61.00 ,$55.71 
4/16/2021,$61.00 ,4199308,$65.00 ,$65.20 ,$58.65 
4/15/2021,$65.20 ,11444400,$70.00 ,$71.51 ,$63.00 
